iteration,solution
1,[]
2,[(722, 674), (674, 683), (683, 674), (827, 842), (842, 843)]
3,[(674, 722), (683, 690), (690, 409), (827, 826), (842, 827)]
4,[(722, 719), (674, 683), (683, 690), (409, 690), (447, 843)]
5,[(722, 674), (674, 683), (683, 690), (690, 409), (826, 827)]
6,[(722, 674), (674, 683), (683, 690), (690, 409), (815, 826)]
7,[(722, 674), (683, 690), (826, 815), (827, 826), (843, 842)]
8,[(722, 674), (674, 722), (674, 683), (683, 674), (683, 690)]
9,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
10,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
11,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
12,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
13,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
14,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
15,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
16,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
17,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
18,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
19,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
20,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 409)]
