iteration,solution
1,[]
2,[(722, 674), (674, 722), (674, 683), (683, 674), (826, 827)]
3,[(409, 690), (826, 815), (827, 842), (842, 827), (842, 843)]
4,[(683, 690), (690, 683), (690, 409), (827, 826), (843, 842)]
5,[(683, 674), (690, 683), (815, 826), (826, 827), (827, 842)]
6,[(719, 722), (722, 674), (674, 683), (683, 690), (447, 843)]
7,[(722, 719), (674, 722), (683, 674), (690, 683), (409, 690)]
8,[(674, 722), (826, 815), (827, 826), (842, 827), (843, 842)]
9,[(722, 674), (815, 826), (826, 827), (842, 843), (843, 447)]
10,[(722, 674), (674, 683), (683, 690), (690, 409), (827, 842)]
11,[(674, 722), (674, 683), (683, 674), (690, 683), (690, 409)]
12,[(722, 674), (674, 683), (683, 674), (683, 690), (842, 843)]
13,[(674, 722), (674, 683), (683, 674), (683, 690), (690, 683)]
14,[(674, 722), (683, 674), (690, 683), (409, 690), (842, 827)]
15,[(674, 722), (683, 674), (690, 683), (827, 842), (842, 843)]
16,[(722, 674), (674, 722), (674, 683), (683, 690), (690, 683)]
17,[(674, 722), (683, 674), (690, 683), (409, 690), (827, 826)]
18,[(722, 674), (674, 683), (683, 690), (815, 826), (826, 827)]
19,[(722, 674), (674, 722), (683, 674), (683, 690), (690, 683)]
20,[(719, 722), (674, 722), (683, 674), (690, 683), (409, 690)]
