iteration,solution
1,[]
2,[(722, 674), (674, 683), (683, 674), (827, 826), (842, 843)]
3,[(674, 722), (683, 690), (690, 683), (409, 690), (842, 827)]
4,[(674, 683), (690, 409), (826, 827), (827, 842), (843, 842)]
5,[(719, 722), (826, 815), (827, 826), (842, 827), (843, 447)]
6,[(722, 674), (674, 722), (683, 674), (690, 683), (690, 409)]
7,[(722, 719), (722, 674), (674, 683), (683, 690), (815, 826)]
8,[(722, 674), (674, 683), (683, 690), (842, 827), (843, 842)]
9,[(719, 722), (722, 674), (674, 683), (683, 690), (409, 690)]
10,[(674, 683), (683, 690), (826, 815), (827, 842), (842, 843)]
11,[(722, 674), (674, 683), (683, 690), (690, 683), (690, 409)]
12,[(722, 674), (674, 683), (683, 674), (683, 690), (690, 683)]
13,[(722, 674), (674, 683), (683, 690), (690, 683), (447, 843)]
14,[(722, 674), (674, 683), (683, 690), (690, 683), (409, 690)]
15,[(719, 722), (722, 674), (674, 683), (683, 690), (690, 683)]
16,[(722, 674), (674, 683), (683, 674), (683, 690), (690, 683)]
17,[(722, 674), (674, 683), (683, 674), (683, 690), (690, 683)]
18,[(722, 674), (674, 683), (683, 674), (683, 690), (690, 683)]
19,[(722, 674), (674, 683), (683, 674), (683, 690), (690, 683)]
20,[(722, 674), (674, 683), (683, 674), (683, 690), (690, 683)]
