iteration,OD,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,destination,origin,multiplier_gama
1,166_745,-0.0,-0.0,1.774,-0.0,-0.0,-0.0,-0.0,-0.0,1.314,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-33.233,10.415,0.531,
1,885_207,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-57.629,23.63,0.269,
1,930_595,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.651,-0.0,1.582,-0.0,0.462,-99.231,11.559,0.134,
1,209_508,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.242,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-40.088,22.12,0.406,
1,352_280,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.804,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-38.182,7.874,0.401,
1,9_842,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.598,-0.0,-0.0,-0.0,-0.0,-0.0,-26.513,7.174,0.568,
1,764_514,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-32.885,31.097,0.41,
1,877_60,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-55.779,4.361,0.342,
1,577_508,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.871,14.642,0.902,
1,417_263,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-24.518,7.951,0.52,
1,248_438,0.148,-0.0,1.519,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-39.042,8.332,0.374,
1,495_366,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.253,-0.0,-11.589,44.857,0.333,
1,306_510,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.056,7.656,1.105,
1,72_816,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.484,-0.0,-0.0,-0.0,-0.0,0.905,-0.0,1.513,-0.0,1.753,-0.0,-0.0,-0.0,-0.0,-15.954,24.265,0.576,
1,734_632,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.875,22.832,0.531,
1,361_633,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.657,-34.991,7.137,0.458,
1,306_163,-0.0,-0.0,-0.0,1.707,-0.0,1.819,-0.0,1.707,-0.0,0.911,-0.0,-0.0,-0.0,1.612,-0.0,1.509,-0.0,-0.0,-0.0,2.894,-42.445,37.908,0.328,
1,734_163,-0.0,1.735,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-22.267,6.7,0.522,
1,557_441,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.919,14.787,0.889,
1,395_328,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.719,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-33.372,22.487,0.308,
1,623_245,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.249,32.461,0.37,
1,410_553,-0.0,1.776,-0.0,-0.0,-0.0,1.955,-0.0,1.534,-0.0,-0.0,1.771,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-26.738,0.865,0.642,
1,577_740,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.216,48.907,0.392,
1,107_26,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.043,4.236,0.88,
1,666_292,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-17.891,5.311,0.828,
1,671_793,-0.0,0.29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.911,35.683,0.378,
1,928_169,-0.0,1.631,-0.0,1.802,-0.0,1.647,-0.0,-0.0,-0.0,1.982,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-38.015,50.908,0.208,
1,834_760,-0.0,-0.0,-0.0,-0.0,-0.0,1.845,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.566,-0.0,0.468,-0.0,-32.913,22.673,0.389,
1,150_564,-0.0,-0.0,-0.0,-0.0,-0.0,1.915,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-26.942,8.874,0.549,
1,522_721,-0.0,-0.0,-0.0,-0.0,-0.0,1.535,-0.0,1.663,-0.0,2.007,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-19.227,40.82,0.357,
