iteration,solution
1,[]
2,[(722, 674), (674, 722), (674, 683), (683, 674), (842, 827)]
3,[(690, 683), (409, 690), (827, 826), (842, 843), (843, 842)]
4,[(674, 683), (683, 690), (690, 409), (815, 826), (827, 842)]
5,[(722, 719), (683, 674), (690, 683), (826, 815), (447, 843)]
6,[(722, 674), (674, 722), (683, 690), (690, 683), (826, 827)]
7,[(719, 722), (674, 722), (683, 674), (690, 683), (409, 690)]
8,[(683, 674), (409, 690), (826, 815), (827, 826), (842, 827)]
9,[(674, 722), (683, 674), (690, 683), (827, 842), (842, 843)]
10,[(674, 722), (683, 674), (690, 683), (842, 827), (843, 842)]
11,[(722, 674), (674, 722), (674, 683), (683, 690), (409, 690)]
12,[(722, 674), (674, 722), (683, 674), (690, 683), (690, 409)]
13,[(674, 722), (683, 674), (690, 683), (815, 826), (826, 827)]
14,[(722, 719), (674, 722), (674, 683), (683, 674), (690, 683)]
15,[(674, 722), (683, 674), (690, 683), (409, 690), (842, 827)]
16,[(674, 722), (683, 674), (690, 683), (826, 815), (827, 826)]
17,[(674, 722), (674, 683), (683, 674), (683, 690), (690, 683)]
18,[(674, 722), (683, 674), (690, 683), (409, 690), (827, 826)]
19,[(719, 722), (674, 722), (674, 683), (683, 674), (690, 683)]
20,[(674, 722), (683, 674), (690, 683), (409, 690), (843, 447)]
